system:index,EVI,NDMI,NDVI,NDWI,SAVI,VH,VV,VV_VH_ratio,canal_priority_score,crop_type,field_id,growth_stage,latitude,longitude,moisture_stress,recommended_depth_mm,sar_available,stress_score,water_deficit_mm,.geo
91,0.2613387409804909,-0.05334324389696121,0.42581474781036377,-0.5248080492019653,0.28715781276517016,-17.976216867232388,-10.605119654934672,0.5899528428708969,10.0,Unclassified,GEE-PIXEL-91,Vegetative,29.69525807189986,76.71414414698596,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.71414414698596,29.69525807189986]}"
92,0.11376605929469452,-0.137984499335289,0.13603413105010986,-0.2214580625295639,0.09876161971468198,-21.550307888256995,-11.654149260596256,0.5407880881244774,10.0,Unclassified,GEE-PIXEL-92,Sowing/Planting,29.920387042138945,76.95079069315467,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.95079069315467,29.920387042138945]}"
94,0.13168022364835932,-0.12202560156583786,0.16812916100025177,-0.26228073239326477,0.13432416861779528,-22.641180292974532,-10.798217616548062,0.47692823226300346,10.0,Unclassified,GEE-PIXEL-94,Sowing/Planting,29.587966699925683,76.56761147911855,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.56761147911855,29.587966699925683]}"
96,0.082508812078109,-0.08066166937351227,0.10949549823999405,-0.1738317906856537,0.07815285742147425,-22.75391080631108,-11.944292583477523,0.5249336349291771,10.0,Unclassified,GEE-PIXEL-96,Sowing/Planting,29.56969642897629,77.05452197615257,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.05452197615257,29.56969642897629]}"
97,0.06463588600230748,-0.17563825845718384,0.082645945250988,-0.18217910826206207,0.06854151782272433,-19.22936984511455,-8.179819862195318,0.4253816091459236,10.0,Unclassified,GEE-PIXEL-97,Sowing/Planting,29.61339735942633,76.5967718658546,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.5967718658546,29.61339735942633]}"
98,0.06926268403269559,-0.19414235651493073,0.0943136066198349,-0.20379763841629028,0.06489148970050573,-20.026054665211003,-10.989257093890751,0.5487480098478486,10.0,Unclassified,GEE-PIXEL-98,Sowing/Planting,29.518874383868322,76.92996519039382,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.92996519039382,29.518874383868322]}"
99,0.06410117536937415,-0.14123547077178955,0.08236881345510483,-0.14893998205661774,0.056673239346276674,-18.484426461570692,-9.203198556052268,0.49788934880263447,10.0,Unclassified,GEE-PIXEL-99,Sowing/Planting,29.74315083548031,77.03961831263601,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.03961831263601,29.74315083548031]}"
100,0.08786010762291013,-0.20770393311977386,0.12596607208251953,-0.23560601472854614,0.08351310108582582,-22.865986704923912,-12.658482576380601,0.5535944410939937,10.0,Unclassified,GEE-PIXEL-100,Sowing/Planting,29.4762711684386,76.82335743945313,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.82335743945313,29.4762711684386]}"
101,0.06078325470968278,-0.21124780178070068,0.07574304193258286,-0.1702543944120407,0.05167902066943126,-20.350055358731783,-11.623249712230908,0.5711655363339909,10.0,Unclassified,GEE-PIXEL-101,Sowing/Planting,29.669393336792837,76.82039712280292,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.82039712280292,29.669393336792837]}"
102,0.05706883177056185,-0.20650404691696167,0.08787036687135696,-0.2627865970134735,0.05816293408311701,-17.747635441510617,-11.124022571548748,0.6267890297272717,10.0,Unclassified,GEE-PIXEL-102,Sowing/Planting,29.730841900176774,76.69134785297247,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.69134785297247,29.730841900176774]}"
103,0.07468920725547964,-0.15777747333049774,0.0768437311053276,-0.15380364656448364,0.061985758749304225,-25.306862496873173,-13.0812275251947,0.516904378949202,10.0,Unclassified,GEE-PIXEL-103,Sowing/Planting,29.607079410917358,76.77375606448602,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.77375606448602,29.607079410917358]}"
104,0.16659706680709102,-0.14404632151126862,0.24959799647331238,-0.31094199419021606,0.1773210018920928,-23.71768198790107,-11.477288909842061,0.4839127786437843,10.0,Unclassified,GEE-PIXEL-104,Sowing/Planting,29.61086664846718,77.0460448387308,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.0460448387308,29.61086664846718]}"
105,0.06716923082478993,-0.1756501942873001,0.1049148216843605,-0.22562114894390106,0.07061700789559759,-22.324134796057944,-10.806671156845933,0.4840802001802285,10.0,Unclassified,GEE-PIXEL-105,Sowing/Planting,29.783257990098416,76.70858361297645,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.70858361297645,29.783257990098416]}"
106,0.15637166647433506,-0.11638118326663971,0.19006310403347015,-0.2696676552295685,0.14356633130029836,-20.633645764078054,-14.356459064708755,0.6957791136204156,10.0,Unclassified,GEE-PIXEL-106,Sowing/Planting,29.85474762084744,77.06883348380592,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.06883348380592,29.85474762084744]}"
107,0.0749327290193764,-0.21394434571266174,0.0953289046883583,-0.16060605645179749,0.06607678883570905,-20.464435796565947,-9.865755855784412,0.4820927601401405,10.0,Unclassified,GEE-PIXEL-107,Sowing/Planting,29.620093019647115,76.59730364846543,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.59730364846543,29.620093019647115]}"
108,0.0747322053735518,-0.17898191511631012,0.08420674502849579,-0.18463927507400513,0.06635657898425912,-27.78346126053175,-16.62599630899793,0.5984134500559767,10.0,Unclassified,GEE-PIXEL-108,Sowing/Planting,29.5983253651081,76.69025670688053,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.69025670688053,29.5983253651081]}"
109,0.1811939213664222,-0.028604520484805107,0.2911740243434906,-0.4129045605659485,0.1933938065733582,-18.697831422804164,-9.48026328827959,0.5070247763461002,10.0,Unclassified,GEE-PIXEL-109,Vegetative,29.538042570692856,76.8850508699067,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8850508699067,29.538042570692856]}"
110,0.6078351288894911,0.3038358986377716,0.7550158500671387,-0.7280994653701782,0.5766036821994387,-13.727550174170606,-9.760068737492244,0.7109840666866108,7.2654769122600555,Paddy (Rice),GEE-PIXEL-110,Flowering,29.773604587711926,77.02315638168417,Moderate Stress,34.80820506811142,1,0.6961641013622284,27.846564054489136,"{""type"":""Point"",""coordinates"":[77.02315638168417,29.773604587711926]}"
111,0.129855791225985,-0.11719180643558502,0.14102180302143097,-0.22418907284736633,0.11241536409136224,-21.15934889827598,-11.0017862560135,0.5199492115213014,10.0,Unclassified,GEE-PIXEL-111,Sowing/Planting,29.783489477117563,76.99025360398579,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.99025360398579,29.783489477117563]}"
112,0.06669097929466097,-0.22465650737285614,0.09616454690694809,-0.21342281997203827,0.06231556535893726,-21.528806761044947,-10.376093398968344,0.48196325955726016,10.0,Unclassified,GEE-PIXEL-112,Sowing/Planting,29.92819623744712,76.85745793501401,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.85745793501401,29.92819623744712]}"
114,0.05808720426509863,-0.21870076656341553,0.08894708752632141,-0.1679079830646515,0.06027676531779073,-20.947015075495962,-11.199091475814003,0.5346390390272768,10.0,Unclassified,GEE-PIXEL-114,Sowing/Planting,29.784252170587923,76.84807211496819,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.84807211496819,29.784252170587923]}"
115,0.05849084209792005,-0.18007071316242218,0.08017583191394806,-0.19693803787231445,0.058760345901422345,-24.96537886994501,-15.99434106790887,0.64066088449492,10.0,Unclassified,GEE-PIXEL-115,Sowing/Planting,29.487823591453527,76.84337798018022,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.84337798018022,29.487823591453527]}"
117,0.24285970908540305,-0.042341552674770355,0.3091360330581665,-0.3685512840747833,0.23572070547256035,-18.159454232695712,-10.665616682936072,0.5873313775622305,10.0,Unclassified,GEE-PIXEL-117,Vegetative,29.587030050904083,76.79452057692443,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.79452057692443,29.587030050904083]}"
118,0.05637626799895185,-0.12854065001010895,0.09980398416519165,-0.1843494325876236,0.05620813102027365,-19.11368113074821,-6.9762533185805715,0.364987447255532,10.0,Unclassified,GEE-PIXEL-118,Sowing/Planting,29.740581494601788,76.98544245790772,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.98544245790772,29.740581494601788]}"
119,0.4022637532049569,0.15258431434631348,0.6376429200172424,-0.7004566192626953,0.45559277551181093,-14.655215317773042,-7.914158786185571,0.5400234083637871,8.626741170883179,Unclassified,GEE-PIXEL-119,Flowering,29.491322381571866,76.79459381121852,Severe Stress,42.370784282684326,1,0.8474156856536865,33.89662742614746,"{""type"":""Point"",""coordinates"":[76.79459381121852,29.491322381571866]}"
121,0.04099293338644397,-0.13222329318523407,0.064228355884552,-0.14804017543792725,0.04555039372673059,-26.15135282122089,-12.744408621486903,0.48733268966789206,10.0,Unclassified,GEE-PIXEL-121,Sowing/Planting,29.84516967532541,76.75026189837463,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.75026189837463,29.84516967532541]}"
122,0.0902868321135772,-0.17308948934078217,0.134495347738266,-0.27620428800582886,0.09718044759430583,-19.350740964499035,-10.08899850855704,0.5213753338149533,10.0,Unclassified,GEE-PIXEL-122,Sowing/Planting,29.50569535901284,76.70014799051606,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.70014799051606,29.50569535901284]}"
123,0.09326984424693688,-0.12287880480289459,0.08703822642564774,-0.17095115780830383,0.07430816319159149,-23.570092167613165,-14.113846434555057,0.5988032177808629,10.0,Unclassified,GEE-PIXEL-123,Sowing/Planting,29.82458620670659,76.79280912461968,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.79280912461968,29.82458620670659]}"
124,0.21217183360490116,-0.03666605427861214,0.28194770216941833,-0.30191856622695923,0.20710992950882345,-19.922600002684018,-9.62013644174878,0.4828755746402733,10.0,Unclassified,GEE-PIXEL-124,Vegetative,29.606400412165534,76.92845970642819,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.92845970642819,29.606400412165534]}"
126,0.08995977847899107,-0.22349324822425842,0.13961124420166016,-0.26336413621902466,0.09256781429331822,-21.373368305656662,-12.521772324165024,0.5858586597560143,10.0,Unclassified,GEE-PIXEL-126,Sowing/Planting,29.58140823822439,76.7476298951582,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7476298951582,29.58140823822439]}"
127,0.10768955279264586,-0.15588678419589996,0.12807317078113556,-0.21865496039390564,0.09723214114058021,-19.631851576466833,-12.363974353154447,0.6297915881641559,10.0,Unclassified,GEE-PIXEL-127,Sowing/Planting,29.759066658313515,76.82239710992998,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.82239710992998,29.759066658313515]}"
128,0.08775138137122454,-0.18372516334056854,0.14222654700279236,-0.1907094568014145,0.08312983759742432,-22.028603168233694,-10.846251320343121,0.4923712924455978,10.0,Unclassified,GEE-PIXEL-128,Sowing/Planting,29.89916560042738,76.82982904672303,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.82982904672303,29.89916560042738]}"
129,0.08647733362322951,-0.05832551047205925,0.09499365836381912,-0.16040709614753723,0.0745716227957951,-21.563609134940116,-9.933431828367544,0.46065722240018486,10.0,Unclassified,GEE-PIXEL-129,Sowing/Planting,29.66201185859095,77.03037570180287,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.03037570180287,29.66201185859095]}"
130,0.10192979759565889,-0.1301604062318802,0.0856580063700676,-0.12211668491363525,0.07057867680106805,-18.359714668252074,-12.843113443515312,0.6995268921717358,10.0,Unclassified,GEE-PIXEL-130,Sowing/Planting,29.689540568571513,76.89896871388912,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.89896871388912,29.689540568571513]}"
131,0.08842443974864271,-0.20202532410621643,0.11404335498809814,-0.17787741124629974,0.0785374303746699,-25.672614879356665,-11.89642289141523,0.463389623951815,10.0,Unclassified,GEE-PIXEL-131,Sowing/Planting,29.622959473869543,76.71968547719466,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.71968547719466,29.622959473869543]}"
132,0.09255206880640918,-0.13156579434871674,0.12824957072734833,-0.23529411852359772,0.09234609657988749,-18.788275643059105,-11.051633881977715,0.5882197323563442,10.0,Unclassified,GEE-PIXEL-132,Sowing/Planting,29.621772568502806,77.06203984925467,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.06203984925467,29.621772568502806]}"
133,0.06868640908196266,-0.15649475157260895,0.09185929596424103,-0.17660833895206451,0.06636134824414247,-24.939595676289663,-13.163172198580844,0.5278021703815103,10.0,Unclassified,GEE-PIXEL-133,Sowing/Planting,29.734253071764197,76.99998505099619,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.99998505099619,29.734253071764197]}"
134,0.09093103595322956,-0.09037802368402481,0.0915241688489914,-0.15910421311855316,0.07593334942156016,-21.207467754672088,-15.150346857023552,0.7143873915863087,10.0,Unclassified,GEE-PIXEL-134,Sowing/Planting,29.545440032327125,76.73032201880925,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.73032201880925,29.545440032327125]}"
135,0.06772410819734562,-0.18588672578334808,0.1144067794084549,-0.24026364088058472,0.07383774126242414,-23.157675331825274,-9.318007578480636,0.4023723386452078,10.0,Unclassified,GEE-PIXEL-135,Sowing/Planting,29.90522402349762,76.78020593145902,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.78020593145902,29.90522402349762]}"
136,0.11339983350543012,-0.1842733770608902,0.15254239737987518,-0.25140926241874695,0.1076294215236647,-21.77072514274828,-11.103629498598565,0.5100257311513053,10.0,Unclassified,GEE-PIXEL-136,Sowing/Planting,29.926921433960263,76.87422997904214,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.87422997904214,29.926921433960263]}"
137,0.07238042783189005,-0.161385640501976,0.1007532849907875,-0.18559835851192474,0.06942040653777495,-20.13580241199663,-13.753494351684026,0.6830368491561447,10.0,Unclassified,GEE-PIXEL-137,Sowing/Planting,29.93440811896765,77.03762640556198,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.03762640556198,29.93440811896765]}"
138,0.03207851074599065,-0.16674278676509857,0.040878135710954666,-0.14822548627853394,0.031505262439817945,-25.626937820386694,-13.068790798224663,0.509963047469185,10.0,Unclassified,GEE-PIXEL-138,Sowing/Planting,29.56484048319463,76.87965208174063,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.87965208174063,29.56484048319463]}"
139,0.05498400959545137,-0.09467699378728867,0.07967466861009598,-0.1627846509218216,0.050697834594228344,-20.62226900733505,-11.107840603290242,0.538633316148318,10.0,Unclassified,GEE-PIXEL-139,Sowing/Planting,29.771055527371765,77.0344719421613,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.0344719421613,29.771055527371765]}"
140,0.08256113048232337,-0.1320623755455017,0.08377517759799957,-0.21376636624336243,0.06671044832277911,-23.874669345401816,-11.72944511262764,0.49129248385503516,10.0,Unclassified,GEE-PIXEL-140,Sowing/Planting,29.93659790950356,77.09413464671195,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.09413464671195,29.93659790950356]}"
141,0.07417350713820993,-0.14860846102237701,0.07912684231996536,-0.14783237874507904,0.0640647745136377,-22.676152171880652,-11.73298146121261,0.5174150309847106,10.0,Unclassified,GEE-PIXEL-141,Sowing/Planting,29.5695930349628,76.91096632852388,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.91096632852388,29.5695930349628]}"
142,0.06928823011426052,-0.17835548520088196,0.08616188913583755,-0.17277489602565765,0.06687899023451942,-18.947210504033368,-7.076019205738829,0.37345970150551877,10.0,Unclassified,GEE-PIXEL-142,Sowing/Planting,29.49726631851432,76.65747062582814,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.65747062582814,29.49726631851432]}"
143,0.3845583535314156,0.12495598196983337,0.4810009002685547,-0.4547109603881836,0.3342636082304892,-20.753732183873787,-10.398344951871712,0.5010349637732375,8.8753961622715,Unclassified,GEE-PIXEL-143,Vegetative,29.84434320548569,77.0091721461861,Severe Stress,43.75220090150833,1,0.8750440180301666,35.001760721206665,"{""type"":""Point"",""coordinates"":[77.0091721461861,29.84434320548569]}"
144,0.06492351008372371,-0.18204082548618317,0.07954957336187363,-0.18030181527137756,0.06253568917488074,-20.393005057602714,-10.008424600200165,0.4907773554072788,10.0,Unclassified,GEE-PIXEL-144,Sowing/Planting,29.51082543636089,76.68678641124252,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.68678641124252,29.51082543636089]}"
145,0.036991795289344286,-0.18732842803001404,0.05656230449676514,-0.15416915714740753,0.035755596815475965,-20.462627592089383,-11.6850861210811,0.5710452697015163,10.0,Unclassified,GEE-PIXEL-145,Sowing/Planting,29.562385527273662,76.74517286037485,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.74517286037485,29.562385527273662]}"
146,0.07043360837643142,-0.16158537566661835,0.11017841100692749,-0.22595597803592682,0.07149343607401007,-21.595089208716566,-11.343774001649303,0.5252941730087743,10.0,Unclassified,GEE-PIXEL-146,Sowing/Planting,29.564509517186508,76.9869880939885,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.9869880939885,29.564509517186508]}"
148,0.07482211784838987,-0.17002545297145844,0.08421912789344788,-0.1502493917942047,0.0662930261239236,-26.376163121420877,-12.843824636453752,0.48694819880648577,10.0,Unclassified,GEE-PIXEL-148,Sowing/Planting,29.731688009605005,76.8280976447064,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8280976447064,29.731688009605005]}"
